num_date_time,건물번호,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),전력소비량(kWh)
43_20240609 08,43,20240609 08,20.5,0.0,0.9,81.0,0.8,1.02,13528.8
43_20240609 09,43,20240609 09,22.5,0.0,1.4,71.0,0.9,1.83,13548.6
43_20240609 10,43,20240609 10,23.8,0.0,1.1,59.0,1.0,2.65,13605.0
43_20240609 11,43,20240609 11,24.2,0.0,1.5,61.0,1.0,2.25,13534.2
43_20240609 12,43,20240609 12,25.7,0.0,1.8,51.0,1.0,3.16,13615.2
43_20240609 13,43,20240609 13,26.4,0.0,2.4,59.0,1.0,3.18,13612.8
43_20240609 14,43,20240609 14,26.6,0.0,1.9,55.0,0.8,3.04,13621.2
43_20240609 15,43,20240609 15,27.5,0.0,2.8,55.0,0.9,2.8,13735.2
43_20240609 16,43,20240609 16,28.0,0.0,3.3,46.0,1.0,2.55,13686.0
43_20240609 17,43,20240609 17,25.7,0.0,4.4,56.0,1.0,1.92,13629.6
43_20240609 18,43,20240609 18,24.2,0.0,3.3,60.0,1.0,1.34,13710.6
43_20240609 19,43,20240609 19,22.9,0.0,2.4,66.0,1.0,0.56,13688.4
43_20240609 20,43,20240609 20,21.6,0.0,2.1,71.0,0.2,0.11,13668.0
43_20240609 21,43,20240609 21,20.4,0.0,0.3,77.0,0.0,0.0,13630.8
43_20240609 22,43,20240609 22,19.8,0.0,1.0,81.0,0.0,0.0,13572.6
43_20240609 23,43,20240609 23,19.4,0.0,1.2,84.0,0.0,0.0,13582.8
43_20240610 00,43,20240610 00,19.1,0.0,0.9,84.0,0.0,0.0,13525.8
43_20240610 01,43,20240610 01,18.3,0.0,0.3,86.0,0.0,0.0,13483.8
43_20240610 02,43,20240610 02,17.9,0.0,0.6,89.0,0.0,0.0,13450.8
43_20240610 03,43,20240610 03,17.3,0.0,0.0,91.0,0.0,0.0,13430.4
43_20240610 04,43,20240610 04,17.0,0.0,0.3,94.0,0.0,0.0,13447.8
43_20240610 05,43,20240610 05,16.9,0.0,0.2,93.0,0.0,0.0,13475.4
43_20240610 06,43,20240610 06,17.8,0.0,1.7,92.0,0.0,0.06,13501.2
43_20240610 07,43,20240610 07,19.9,0.0,2.0,85.0,0.7,0.45,13606.8
43_20240610 08,43,20240610 08,21.5,0.0,2.5,78.0,1.0,1.07,13750.2
43_20240610 09,43,20240610 09,23.0,0.0,2.7,71.0,1.0,1.74,13873.2
43_20240610 10,43,20240610 10,24.8,0.0,3.4,60.0,1.0,2.38,14039.4
43_20240610 11,43,20240610 11,25.9,0.0,2.7,53.0,1.0,2.81,14129.4
43_20240610 12,43,20240610 12,27.6,0.0,2.8,49.0,1.0,3.07,14177.4
43_20240610 13,43,20240610 13,28.8,0.0,2.2,47.0,1.0,3.15,14137.8
43_20240610 14,43,20240610 14,29.3,0.0,3.4,46.0,1.0,3.08,14211.6
43_20240610 15,43,20240610 15,29.7,0.0,3.5,51.0,0.8,2.54,14313.6
43_20240610 16,43,20240610 16,29.4,0.0,4.5,51.0,1.0,2.34,14360.4
43_20240610 17,43,20240610 17,28.1,0.0,3.0,54.0,0.7,1.5,834.6
43_20240610 18,43,20240610 18,27.4,0.0,3.5,55.0,1.0,1.08,9708.0
43_20240610 19,43,20240610 19,26.2,0.0,3.7,60.0,0.8,0.49,14245.2
43_20240610 20,43,20240610 20,24.7,0.0,2.3,66.0,0.0,0.08,14167.2
43_20240610 21,43,20240610 21,23.2,0.0,2.1,75.0,0.0,0.0,13996.2
43_20240610 22,43,20240610 22,22.4,0.0,1.7,79.0,0.0,0.0,14638.2
43_20240610 23,43,20240610 23,21.8,0.0,1.3,83.0,0.0,0.0,15009.0
43_20240611 00,43,20240611 00,21.7,0.0,2.1,82.0,0.0,0.0,15010.2
43_20240611 01,43,20240611 01,21.7,0.0,1.5,83.0,0.0,0.0,14962.8
43_20240611 02,43,20240611 02,21.4,0.0,2.9,82.0,0.0,0.0,14622.0
43_20240611 03,43,20240611 03,21.4,0.0,2.0,82.0,0.0,0.0,13850.4
43_20240611 04,43,20240611 04,21.2,0.0,1.7,84.0,0.0,0.0,13789.2
43_20240611 05,43,20240611 05,21.0,0.0,1.9,85.0,0.0,0.0,13809.6
43_20240611 06,43,20240611 06,20.8,0.0,2.0,86.0,0.0,0.05,13816.2
43_20240611 07,43,20240611 07,21.4,0.0,1.7,82.0,0.0,0.38,13857.6
43_20240611 08,43,20240611 08,22.7,0.0,2.3,74.0,0.4,0.99,13985.4
43_20240611 09,43,20240611 09,23.3,0.0,1.9,71.0,0.5,1.43,14061.6
43_20240611 10,43,20240611 10,24.5,0.0,2.1,68.0,0.3,1.56,14100.0
43_20240611 11,43,20240611 11,26.1,0.0,1.4,64.0,0.9,2.74,14256.6
43_20240611 12,43,20240611 12,27.2,0.0,2.4,55.0,1.0,3.16,14250.0
43_20240611 13,43,20240611 13,28.7,0.0,1.5,55.0,1.0,3.3,14211.6
43_20240611 14,43,20240611 14,28.8,0.0,2.5,53.0,1.0,3.17,14303.4
43_20240611 15,43,20240611 15,30.2,0.0,3.3,42.0,1.0,2.91,14316.0
43_20240611 16,43,20240611 16,29.4,0.0,3.1,46.0,1.0,2.4,14433.6
43_20240611 17,43,20240611 17,28.1,0.0,3.5,49.0,1.0,1.9,14469.6
43_20240611 18,43,20240611 18,27.3,0.0,2.5,49.0,1.0,1.2,14508.6
43_20240611 19,43,20240611 19,25.2,0.0,3.0,53.0,0.7,0.5,14398.2
43_20240611 20,43,20240611 20,23.1,0.0,1.4,61.0,0.0,0.06,14259.0
43_20240611 21,43,20240611 21,22.0,0.0,2.5,67.0,0.0,0.0,14121.0
43_20240611 22,43,20240611 22,20.9,0.0,0.8,74.0,0.0,0.0,14759.4
43_20240611 23,43,20240611 23,19.7,0.0,0.5,81.0,0.0,0.0,15094.2
43_20240612 00,43,20240612 00,19.3,0.0,1.3,83.0,0.0,0.0,14479.2
43_20240612 01,43,20240612 01,18.2,0.0,0.4,87.0,0.0,0.0,13973.4
43_20240612 02,43,20240612 02,17.7,0.0,0.7,90.0,0.0,0.0,14001.6
43_20240612 03,43,20240612 03,17.0,0.0,0.6,92.0,0.0,0.0,13880.4
43_20240612 04,43,20240612 04,16.8,0.0,0.6,93.0,0.0,0.0,13808.4
43_20240612 05,43,20240612 05,16.7,0.0,0.5,94.0,0.0,0.0,13788.0
43_20240612 06,43,20240612 06,17.4,0.0,2.7,94.0,0.1,0.07,13879.2
43_20240612 07,43,20240612 07,20.1,0.0,1.4,79.0,1.0,0.55,13977.0
43_20240612 08,43,20240612 08,22.0,0.0,1.2,72.0,1.0,1.15,13941.0
43_20240612 09,43,20240612 09,24.0,0.0,2.8,61.0,1.0,1.9,13963.8
43_20240612 10,43,20240612 10,25.4,0.0,3.0,49.0,1.0,2.41,14072.4
43_20240612 11,43,20240612 11,26.4,0.0,3.4,45.0,1.0,3.0,14100.0
43_20240612 12,43,20240612 12,27.9,0.0,2.3,41.0,1.0,3.42,14120.4
43_20240612 13,43,20240612 13,29.2,0.0,2.9,40.0,1.0,3.5,14095.8
43_20240612 14,43,20240612 14,30.3,0.0,2.1,34.0,1.0,3.4,14236.2
43_20240612 15,43,20240612 15,30.9,0.0,3.3,37.0,1.0,2.88,14360.4
43_20240612 16,43,20240612 16,29.1,0.0,3.5,45.0,1.0,2.18,14443.2
43_20240612 17,43,20240612 17,29.6,0.0,2.5,43.0,1.0,1.78,14482.2
43_20240612 18,43,20240612 18,25.8,0.0,4.1,52.0,0.7,0.96,14433.0
43_20240612 19,43,20240612 19,23.5,0.0,2.4,54.0,0.1,0.29,14251.8
43_20240612 20,43,20240612 20,23.0,0.0,2.9,55.0,0.0,0.06,14130.0
43_20240612 21,43,20240612 21,22.3,0.0,1.3,58.0,0.0,0.0,14118.6
43_20240612 22,43,20240612 22,21.0,0.0,0.5,66.0,0.0,0.0,14680.2
43_20240612 23,43,20240612 23,19.9,0.0,0.1,71.0,0.0,0.0,15076.2
43_20240613 00,43,20240613 00,19.9,0.0,1.3,75.0,0.0,0.0,15004.8
43_20240613 01,43,20240613 01,18.8,0.0,0.6,80.0,0.0,0.0,14859.0
43_20240613 02,43,20240613 02,18.4,0.0,0.7,85.0,0.0,0.0,13913.4
43_20240613 03,43,20240613 03,18.3,0.0,0.8,84.0,0.0,0.0,13938.6
43_20240613 04,43,20240613 04,18.2,0.0,0.2,85.0,0.0,0.0,13939.8
43_20240613 05,43,20240613 05,17.7,0.0,0.2,88.0,0.0,0.0,13955.4
43_20240613 06,43,20240613 06,17.8,0.0,0.2,89.0,0.0,0.04,13914.0
43_20240613 07,43,20240613 07,19.3,0.0,0.5,87.0,0.3,0.32,14038.2
43_20240613 08,43,20240613 08,22.3,0.0,1.9,72.0,1.0,1.15,14024.4
43_20240613 09,43,20240613 09,24.1,0.0,2.8,64.0,1.0,1.85,14118.6
43_20240613 10,43,20240613 10,26.1,0.0,1.6,56.0,1.0,2.46,14175.0
43_20240613 11,43,20240613 11,28.3,0.0,2.3,47.0,1.0,2.96,14265.0
43_20240613 12,43,20240613 12,29.5,0.0,2.4,44.0,1.0,3.26,14303.4
43_20240613 13,43,20240613 13,29.6,0.0,3.1,49.0,1.0,3.47,14353.8
43_20240613 14,43,20240613 14,30.6,0.0,2.4,35.0,1.0,3.35,14553.6
43_20240613 15,43,20240613 15,30.1,0.0,4.0,36.0,1.0,3.07,14591.4
43_20240613 16,43,20240613 16,30.7,0.0,2.6,32.0,1.0,2.62,14623.8
43_20240613 17,43,20240613 17,29.5,0.0,4.1,35.0,1.0,2.01,14655.0
43_20240613 18,43,20240613 18,28.6,0.0,2.5,45.0,1.0,1.32,14641.2
43_20240613 19,43,20240613 19,26.7,0.0,1.8,51.0,1.0,0.61,14534.4
43_20240613 20,43,20240613 20,23.8,0.0,1.8,62.0,0.4,0.12,14428.2
43_20240613 21,43,20240613 21,23.0,0.0,1.4,65.0,0.0,0.0,14302.8
43_20240613 22,43,20240613 22,22.3,0.0,1.7,68.0,0.0,0.0,14895.0
43_20240613 23,43,20240613 23,21.2,0.0,1.0,74.0,0.0,0.0,15262.8
43_20240614 00,43,20240614 00,20.4,0.0,0.7,78.0,0.0,0.0,15102.0
43_20240614 01,43,20240614 01,19.8,0.0,1.0,81.0,0.0,0.0,14157.0
43_20240614 02,43,20240614 02,19.3,0.0,0.4,83.0,0.0,0.0,13857.6
43_20240614 03,43,20240614 03,18.6,0.0,0.6,84.0,0.0,0.0,13859.4
43_20240614 04,43,20240614 04,18.8,0.0,0.6,86.0,0.0,0.0,13912.8
43_20240614 05,43,20240614 05,18.7,0.0,0.1,86.0,0.0,0.0,13908.6
43_20240614 06,43,20240614 06,19.0,0.0,0.7,87.0,0.1,0.07,13914.0
43_20240614 07,43,20240614 07,21.4,0.0,1.1,79.0,1.0,0.51,14067.0
43_20240614 08,43,20240614 08,23.6,0.0,0.4,69.0,1.0,1.04,14080.2
43_20240614 09,43,20240614 09,26.0,0.0,2.1,58.0,1.0,1.81,14159.4
43_20240614 10,43,20240614 10,27.5,0.0,2.0,48.0,1.0,2.37,14226.0
43_20240614 11,43,20240614 11,28.6,0.0,2.3,47.0,1.0,2.82,14260.8
43_20240614 12,43,20240614 12,29.4,0.0,2.7,44.0,1.0,3.07,14254.2
43_20240614 13,43,20240614 13,30.2,0.0,3.1,41.0,1.0,3.38,14296.8
43_20240614 14,43,20240614 14,31.5,0.0,3.0,38.0,1.0,3.22,14403.6
43_20240614 15,43,20240614 15,31.6,0.0,2.9,38.0,1.0,2.94,14461.2
43_20240614 16,43,20240614 16,32.0,0.0,2.7,36.0,1.0,2.47,14539.2
43_20240614 17,43,20240614 17,27.8,0.0,3.9,55.0,1.0,1.78,14613.6
43_20240614 18,43,20240614 18,25.7,0.0,3.1,56.0,0.8,1.03,14599.2
43_20240614 19,43,20240614 19,24.6,0.0,2.3,61.0,0.2,0.4,14502.6
43_20240614 20,43,20240614 20,23.4,0.0,2.0,69.0,0.0,0.05,14385.0
43_20240614 21,43,20240614 21,23.0,0.0,1.4,69.0,0.0,0.0,14227.8
43_20240614 22,43,20240614 22,22.2,0.0,1.7,77.0,0.0,0.0,14854.8
43_20240614 23,43,20240614 23,22.0,0.0,2.1,79.0,0.0,0.0,15259.8
43_20240615 00,43,20240615 00,22.0,0.0,1.6,80.0,0.0,0.0,15160.8
43_20240615 01,43,20240615 01,21.9,0.0,1.1,79.0,0.0,0.0,15032.4
43_20240615 02,43,20240615 02,21.6,0.0,0.8,82.0,0.0,0.0,14088.0
43_20240615 03,43,20240615 03,21.2,0.0,1.2,86.0,0.0,0.0,13989.6
43_20240615 04,43,20240615 04,21.4,0.0,0.2,85.0,0.0,0.0,13966.8
43_20240615 05,43,20240615 05,21.6,0.0,0.1,82.0,0.0,0.0,13929.6
43_20240615 06,43,20240615 06,21.6,0.0,1.6,85.0,0.0,0.02,13912.2
43_20240615 07,43,20240615 07,22.8,0.0,0.8,77.0,0.1,0.3,13896.6
43_20240615 08,43,20240615 08,23.2,0.0,1.5,75.0,0.0,0.43,13855.2
43_20240615 09,43,20240615 09,24.0,0.0,1.3,70.0,0.1,0.91,13849.8
43_20240615 10,43,20240615 10,26.1,0.0,1.2,63.0,0.4,1.79,13805.4
43_20240615 11,43,20240615 11,26.4,0.0,1.9,63.0,0.0,1.7,13880.4
43_20240615 12,43,20240615 12,26.3,0.0,2.2,65.0,0.0,1.23,13886.4
43_20240615 13,43,20240615 13,24.4,0.0,2.7,71.0,0.0,0.75,13847.4
43_20240615 14,43,20240615 14,26.5,0.0,3.0,62.0,0.5,2.3,13803.6
43_20240615 15,43,20240615 15,26.8,0.0,3.6,59.0,0.7,2.51,13786.2
43_20240615 16,43,20240615 16,27.2,0.0,3.5,57.0,1.0,2.61,13830.6
43_20240615 17,43,20240615 17,25.9,0.0,3.4,60.0,0.9,1.84,13819.2
43_20240615 18,43,20240615 18,25.2,0.0,2.9,66.0,0.4,0.88,13785.0
43_20240615 19,43,20240615 19,24.0,0.0,2.3,71.0,0.4,0.54,13720.2
43_20240615 20,43,20240615 20,22.2,0.0,2.2,77.0,0.1,0.09,13713.0
43_20240615 21,43,20240615 21,22.0,0.0,1.8,78.0,0.0,0.0,13710.6
43_20240615 22,43,20240615 22,21.6,0.0,2.2,78.0,0.0,0.0,13679.4
43_20240615 23,43,20240615 23,20.7,0.0,2.1,84.0,0.0,0.0,13678.8
43_20240616 00,43,20240616 00,20.0,0.0,1.8,87.0,0.0,0.0,13658.4
43_20240616 01,43,20240616 01,19.5,0.0,1.2,90.0,0.0,0.0,13704.0
43_20240616 02,43,20240616 02,18.9,0.0,1.0,92.0,0.0,0.0,13713.0
43_20240616 03,43,20240616 03,18.8,0.0,0.9,94.0,0.0,0.0,13654.2
43_20240616 04,43,20240616 04,18.8,0.0,1.7,93.0,0.0,0.0,13733.4
43_20240616 05,43,20240616 05,18.7,0.0,1.9,93.0,0.0,0.0,13683.6
43_20240616 06,43,20240616 06,18.5,0.0,1.4,92.0,0.0,0.03,13672.2
43_20240616 07,43,20240616 07,19.4,0.0,0.4,90.0,0.0,0.25,13652.4
43_20240616 08,43,20240616 08,21.2,0.0,1.5,82.0,0.3,0.91,13770.6
43_20240616 09,43,20240616 09,22.5,0.0,2.2,74.0,0.8,1.71,13728.6
43_20240616 10,43,20240616 10,24.8,0.0,2.7,59.0,1.0,2.56,13756.8
43_20240616 11,43,20240616 11,26.1,0.0,2.7,51.0,1.0,3.15,13663.2
43_20240616 12,43,20240616 12,27.1,0.0,3.3,49.0,1.0,3.49,13645.8
43_20240616 13,43,20240616 13,27.0,0.0,4.3,46.0,1.0,3.46,13650.0
43_20240616 14,43,20240616 14,27.8,0.0,3.8,43.0,1.0,3.45,13626.6
43_20240616 15,43,20240616 15,27.2,0.0,4.9,42.0,1.0,3.15,13657.8
43_20240616 16,43,20240616 16,27.4,0.0,3.9,45.0,1.0,2.67,13668.0
43_20240616 17,43,20240616 17,27.4,0.0,3.0,49.0,1.0,2.06,13691.4
43_20240616 18,43,20240616 18,26.1,0.0,3.2,47.0,1.0,1.37,13689.6
43_20240616 19,43,20240616 19,24.8,0.0,2.8,47.0,1.0,0.68,13594.8
43_20240616 20,43,20240616 20,23.2,0.0,1.9,53.0,0.5,0.12,13606.2
43_20240616 21,43,20240616 21,21.8,0.0,1.2,56.0,0.0,0.0,13585.2
43_20240616 22,43,20240616 22,20.7,0.0,1.8,62.0,0.0,0.0,13538.4
43_20240616 23,43,20240616 23,19.3,0.0,0.6,68.0,0.0,0.0,13546.2
43_20240617 00,43,20240617 00,18.4,0.0,0.5,75.0,0.0,0.0,13480.8
43_20240617 01,43,20240617 01,18.5,0.0,1.2,74.0,0.0,0.0,13480.2
43_20240617 02,43,20240617 02,17.4,0.0,0.0,79.0,0.0,0.0,13507.8
43_20240617 03,43,20240617 03,16.6,0.0,0.9,85.0,0.0,0.0,13501.2
43_20240617 04,43,20240617 04,16.0,0.0,0.8,88.0,0.0,0.0,13549.8
43_20240617 05,43,20240617 05,15.7,0.0,0.7,91.0,0.0,0.0,13539.6
43_20240617 06,43,20240617 06,16.1,0.0,0.3,91.0,0.1,0.07,13602.0
43_20240617 07,43,20240617 07,19.9,0.0,1.7,74.0,1.0,0.6,13699.2
43_20240617 08,43,20240617 08,22.1,0.0,1.2,65.0,1.0,1.21,13765.2
43_20240617 09,43,20240617 09,23.8,0.0,1.7,54.0,1.0,1.74,13914.0
43_20240617 10,43,20240617 10,25.3,0.0,2.1,47.0,1.0,2.58,14009.4
43_20240617 11,43,20240617 11,27.1,0.0,1.7,45.0,1.0,3.05,14127.6
43_20240617 12,43,20240617 12,27.5,0.0,2.5,41.0,1.0,2.93,14233.8
43_20240617 13,43,20240617 13,28.6,0.0,3.2,30.0,1.0,3.18,14287.8
43_20240617 14,43,20240617 14,29.2,0.0,4.2,29.0,1.0,3.02,14260.8
43_20240617 15,43,20240617 15,29.0,0.0,3.4,25.0,1.0,2.78,14319.0
43_20240617 16,43,20240617 16,28.9,0.0,3.6,24.0,1.0,2.42,14305.2
43_20240617 17,43,20240617 17,28.1,0.0,3.6,27.0,1.0,1.65,14264.4
43_20240617 18,43,20240617 18,27.3,0.0,2.5,28.0,0.9,1.23,14235.0
43_20240617 19,43,20240617 19,26.2,0.0,2.2,33.0,0.6,0.57,14170.2
43_20240617 20,43,20240617 20,24.1,0.0,1.4,42.0,0.2,0.13,14099.4
43_20240617 21,43,20240617 21,22.7,0.0,1.4,41.0,0.0,0.0,13975.8
43_20240617 22,43,20240617 22,21.7,0.0,1.0,53.0,0.0,0.0,14627.4
43_20240617 23,43,20240617 23,20.4,0.0,0.8,62.0,0.0,0.0,14985.6
43_20240618 00,43,20240618 00,19.7,0.0,1.1,69.0,0.0,0.0,14967.6
43_20240618 01,43,20240618 01,19.1,0.0,0.1,77.0,0.0,0.0,14869.8
43_20240618 02,43,20240618 02,18.4,0.0,0.7,82.0,0.0,0.0,13822.8
43_20240618 03,43,20240618 03,18.2,0.0,0.9,84.0,0.0,0.0,13799.4
43_20240618 04,43,20240618 04,17.5,0.0,0.6,85.0,0.0,0.0,13805.4
43_20240618 05,43,20240618 05,17.2,0.0,0.5,88.0,0.0,0.0,13876.2
43_20240618 06,43,20240618 06,17.8,0.0,0.8,84.0,0.0,0.06,13893.6
43_20240618 07,43,20240618 07,21.0,0.0,1.1,75.0,1.0,0.5,14003.4
43_20240618 08,43,20240618 08,22.9,0.0,1.6,69.0,1.0,1.18,14047.8
43_20240618 09,43,20240618 09,24.2,0.0,1.6,65.0,1.0,1.87,14156.4
43_20240618 10,43,20240618 10,25.9,0.0,2.0,58.0,1.0,2.52,14256.0
43_20240618 11,43,20240618 11,27.6,0.0,1.5,52.0,1.0,2.98,14344.2
43_20240618 12,43,20240618 12,28.9,0.0,2.3,48.0,1.0,3.31,14385.6
43_20240618 13,43,20240618 13,30.0,0.0,2.9,47.0,1.0,3.46,14404.2
43_20240618 14,43,20240618 14,30.3,0.0,3.6,41.0,1.0,3.37,14505.6
43_20240618 15,43,20240618 15,30.3,0.0,3.1,42.0,1.0,3.11,14525.4
43_20240618 16,43,20240618 16,30.3,0.0,3.7,34.0,1.0,2.63,14539.8
43_20240618 17,43,20240618 17,29.8,0.0,3.2,32.0,1.0,2.02,14460.6
43_20240618 18,43,20240618 18,28.0,0.0,2.8,46.0,1.0,1.31,14434.2
43_20240618 19,43,20240618 19,25.8,0.0,2.6,54.0,1.0,0.62,14349.0
43_20240618 20,43,20240618 20,24.1,0.0,2.6,63.0,0.3,0.12,14307.0
43_20240618 21,43,20240618 21,23.1,0.0,3.1,69.0,0.0,0.0,14226.0
43_20240618 22,43,20240618 22,22.2,0.0,1.9,76.0,0.0,0.0,14866.2
43_20240618 23,43,20240618 23,21.4,0.0,0.0,80.0,0.0,0.0,15234.6
43_20240619 00,43,20240619 00,20.7,0.0,0.1,84.0,0.0,0.0,15150.0
43_20240619 01,43,20240619 01,20.2,0.0,0.1,86.0,0.0,0.0,14855.4
43_20240619 02,43,20240619 02,19.6,0.0,0.7,89.0,0.0,0.0,13878.0
43_20240619 03,43,20240619 03,19.3,0.0,0.5,91.0,0.0,0.0,13878.6
43_20240619 04,43,20240619 04,18.9,0.0,0.4,92.0,0.0,0.0,13853.4
43_20240619 05,43,20240619 05,18.7,0.0,0.6,92.0,0.0,0.0,13930.2
43_20240619 06,43,20240619 06,19.4,0.0,0.6,90.0,0.0,0.08,13913.4
43_20240619 07,43,20240619 07,22.4,0.0,1.5,78.0,1.0,0.51,14032.8
43_20240619 08,43,20240619 08,24.2,0.0,1.4,70.0,1.0,1.13,14065.8
43_20240619 09,43,20240619 09,26.3,0.0,1.3,63.0,1.0,1.76,14166.0
43_20240619 10,43,20240619 10,27.7,0.0,2.0,56.0,1.0,2.53,14336.4
43_20240619 11,43,20240619 11,29.0,0.0,2.2,50.0,1.0,2.73,14424.0
43_20240619 12,43,20240619 12,31.3,0.0,1.5,42.0,1.0,3.27,14413.2
43_20240619 13,43,20240619 13,32.8,0.0,2.1,39.0,1.0,3.44,14509.2
43_20240619 14,43,20240619 14,33.4,0.0,2.7,36.0,1.0,3.32,14545.2
43_20240619 15,43,20240619 15,34.4,0.0,2.4,29.0,1.0,3.09,14688.0
43_20240619 16,43,20240619 16,34.7,0.0,2.2,33.0,1.0,2.52,14691.6
43_20240619 17,43,20240619 17,33.6,0.0,2.6,40.0,1.0,1.87,14721.6
43_20240619 18,43,20240619 18,33.7,0.0,1.8,39.0,1.0,1.25,14757.0
43_20240619 19,43,20240619 19,30.4,0.0,2.7,49.0,0.5,0.49,14640.6
43_20240619 20,43,20240619 20,27.8,0.0,3.1,55.0,0.0,0.12,14521.8
43_20240619 21,43,20240619 21,26.6,0.0,0.5,62.0,0.0,0.0,14376.6
43_20240619 22,43,20240619 22,25.0,0.0,0.7,66.0,0.0,0.0,14927.4
43_20240619 23,43,20240619 23,24.4,0.0,0.4,66.0,0.0,0.0,15317.4
43_20240620 00,43,20240620 00,23.7,0.0,1.1,72.0,0.0,0.0,15215.4
43_20240620 01,43,20240620 01,23.0,0.0,0.2,73.0,0.0,0.0,15051.0
43_20240620 02,43,20240620 02,21.8,0.0,0.2,76.0,0.0,0.0,14291.4
43_20240620 03,43,20240620 03,21.1,0.0,0.2,78.0,0.0,0.0,13960.2
43_20240620 04,43,20240620 04,20.5,0.0,1.4,85.0,0.0,0.0,13973.4
43_20240620 05,43,20240620 05,19.8,0.0,1.6,84.0,0.0,0.0,14028.0
43_20240620 06,43,20240620 06,20.1,0.0,1.2,81.0,0.0,0.05,14127.6
43_20240620 07,43,20240620 07,23.1,0.0,0.6,69.0,1.0,0.48,14207.4
43_20240620 08,43,20240620 08,26.1,0.0,0.8,52.0,1.0,1.14,14301.6
43_20240620 09,43,20240620 09,27.5,0.0,1.1,46.0,1.0,1.82,14305.8
43_20240620 10,43,20240620 10,29.5,0.0,1.7,37.0,1.0,2.38,14349.0
43_20240620 11,43,20240620 11,31.1,0.0,1.8,34.0,1.0,2.97,14461.8
43_20240620 12,43,20240620 12,32.0,0.0,2.3,33.0,1.0,3.18,14539.8
43_20240620 13,43,20240620 13,31.9,0.0,2.8,33.0,0.9,2.7,14527.8
43_20240620 14,43,20240620 14,32.4,0.0,3.3,30.0,0.8,2.76,14569.8
43_20240620 15,43,20240620 15,32.1,0.0,1.9,36.0,0.1,1.79,14604.6
43_20240620 16,43,20240620 16,32.3,0.0,2.4,30.0,0.3,1.57,14692.2
43_20240620 17,43,20240620 17,32.3,0.0,2.2,37.0,0.4,1.34,14686.8
43_20240620 18,43,20240620 18,31.6,0.0,3.0,36.0,0.9,0.97,14616.0
43_20240620 19,43,20240620 19,30.8,0.0,3.8,32.0,0.3,0.5,14404.2
43_20240620 20,43,20240620 20,29.3,0.0,3.3,29.0,0.6,0.2,14253.0
43_20240620 21,43,20240620 21,27.9,0.0,1.9,34.0,0.0,0.0,14216.4
43_20240620 22,43,20240620 22,25.1,0.0,1.1,48.0,0.0,0.0,14533.2
43_20240620 23,43,20240620 23,23.2,0.0,1.2,60.0,0.0,0.0,15094.2
43_20240621 00,43,20240621 00,22.0,0.0,0.6,63.0,0.0,0.0,15095.4
43_20240621 01,43,20240621 01,21.5,0.0,1.2,64.0,0.0,0.0,14902.8
43_20240621 02,43,20240621 02,20.4,0.0,0.8,72.0,0.0,0.0,14007.0
43_20240621 03,43,20240621 03,19.6,0.0,0.6,76.0,0.0,0.0,14011.8
43_20240621 04,43,20240621 04,19.2,0.0,0.4,81.0,0.0,0.0,14015.4
43_20240621 05,43,20240621 05,19.1,0.0,0.2,82.0,0.0,0.0,14040.6
43_20240621 06,43,20240621 06,19.9,0.0,1.2,77.0,0.0,0.06,14160.6
43_20240621 07,43,20240621 07,22.4,0.0,1.8,63.0,0.6,0.48,14211.0
43_20240621 08,43,20240621 08,24.1,0.0,1.8,61.0,1.0,1.09,14234.4
43_20240621 09,43,20240621 09,26.7,0.0,1.4,51.0,1.0,1.7,14346.0
43_20240621 10,43,20240621 10,28.4,0.0,1.7,45.0,1.0,2.4,14389.2
43_20240621 11,43,20240621 11,29.5,0.0,2.6,42.0,1.0,2.85,14346.0
43_20240621 12,43,20240621 12,30.5,0.0,2.7,42.0,1.0,2.94,14409.0
43_20240621 13,43,20240621 13,30.5,0.0,3.4,43.0,1.0,3.28,14403.6
43_20240621 14,43,20240621 14,30.2,0.0,2.8,39.0,1.0,2.94,14374.8
43_20240621 15,43,20240621 15,29.2,0.0,3.0,44.0,0.6,2.02,14365.8
43_20240621 16,43,20240621 16,30.0,0.0,2.4,46.0,0.9,2.27,14438.4
43_20240621 17,43,20240621 17,29.2,0.0,2.8,49.0,0.6,1.49,14545.8
43_20240621 18,43,20240621 18,29.3,0.0,2.7,47.0,0.8,1.24,14527.2
43_20240621 19,43,20240621 19,27.8,0.0,2.4,50.0,0.8,0.56,14382.0
43_20240621 20,43,20240621 20,26.0,0.0,3.0,57.0,0.0,0.07,14335.8
43_20240621 21,43,20240621 21,25.1,0.0,1.4,55.0,0.0,0.0,14196.0
43_20240621 22,43,20240621 22,24.4,0.0,1.7,62.0,0.0,0.0,14793.0
43_20240621 23,43,20240621 23,23.6,0.0,1.6,72.0,0.0,0.0,15153.6
43_20240622 00,43,20240622 00,23.4,0.0,2.0,74.0,0.0,0.0,15072.6
43_20240622 01,43,20240622 01,23.4,0.0,0.7,73.0,0.0,0.0,14727.6
43_20240622 02,43,20240622 02,23.4,0.0,0.0,71.0,0.0,0.0,13967.4
43_20240622 03,43,20240622 03,23.8,0.0,1.1,66.0,0.0,0.0,13935.6
43_20240622 04,43,20240622 04,24.0,0.0,1.7,67.0,0.0,0.0,13948.8
